sale_id,customer_id,sale_date,total_amount,payment_method
658,447,2025-06-20,796.43,Credit Card
659,860,2025-03-25,214.1,PayPal
660,861,2025-11-11,231.08,PayPal
661,99,2025-09-13,562.67,Debit Card
662,425,2026-02-19,244.63,Bank Transfer
663,188,2025-06-22,189.82,Debit Card
664,89,2025-11-30,503.66,Debit Card
665,764,2026-02-03,151.81,Debit Card
666,592,2025-10-15,257.75,PayPal
667,317,2025-04-23,522.84,Unknown
668,744,2025-07-15,213.5,Credit Card
669,991,2026-01-24,206.21,Credit Card
670,248,2025-06-26,762.64,PayPal
671,781,2025-04-04,74.29,Credit Card
672,355,2025-05-01,211.87,Bank Transfer
673,599,2026-01-21,179.09,Debit Card
674,461,2025-04-02,84.62,Debit Card
675,646,2025-10-12,158.62,PayPal
676,507,2026-01-09,464.27,PayPal
677,499,2025-11-10,47.32,Debit Card
678,86,2025-08-17,104.49,Credit Card
679,784,2025-11-18,479.94,Credit Card
680,181,2026-01-07,783.24,Debit Card
681,71,2025-10-01,722.28,PayPal
682,983,2025-12-23,162.95,PayPal
683,592,2025-09-21,391.1,PayPal
684,958,2026-01-30,769.18,Bank Transfer
685,510,2025-07-17,264.25,Debit Card
686,625,2026-01-27,772.04,PayPal
687,570,2025-09-08,531.06,PayPal
688,658,2025-03-15,42.11,PayPal
689,173,2025-06-02,118.03,PayPal
690,199,2025-06-03,512.16,Bank Transfer
691,768,2026-02-21,339.23,Debit Card
692,671,2025-04-18,53.84,Debit Card
693,914,2025-05-18,343.96,PayPal
694,382,2026-02-11,578.95,Credit Card
695,761,2025-05-22,100.47,Unknown
696,270,2025-10-03,686.47,Bank Transfer
697,828,2025-08-06,488.24,PayPal
698,988,2025-06-26,493.73,Credit Card
699,623,2025-11-04,22.32,Bank Transfer
700,643,2025-09-01,381.0,Unknown
701,222,2025-04-06,382.42,PayPal
702,227,2026-02-27,466.27,Debit Card
703,794,2025-04-13,702.58,Bank Transfer
704,276,2025-05-15,642.88,Bank Transfer
705,310,2025-08-23,290.2,PayPal
706,525,2025-07-22,745.02,Bank Transfer
707,155,2025-09-01,39.48,PayPal
708,578,2025-09-19,629.85,PayPal
709,135,2025-12-17,378.09,Debit Card
710,143,2025-10-01,449.71,Debit Card
711,899,2025-04-11,93.19,Unknown
712,351,2025-09-15,624.67,Debit Card
713,378,2025-10-20,573.89,Credit Card
714,625,2025-12-03,306.64,Bank Transfer
715,373,2026-01-21,692.44,Bank Transfer
716,134,2026-01-30,176.95,Credit Card
717,369,2026-01-13,67.79,Bank Transfer
718,103,2025-10-14,770.48,PayPal
719,900,2025-10-23,673.62,Bank Transfer
720,843,2025-11-12,687.38,Bank Transfer
721,140,2026-01-30,67.85,PayPal
722,833,2025-08-21,130.88,Bank Transfer
723,660,2026-01-21,616.9,Debit Card
724,286,2025-06-08,86.92,Debit Card
725,102,2025-07-22,733.27,Credit Card
726,248,2025-04-03,591.71,Credit Card
727,485,2026-01-03,657.56,PayPal
728,584,2025-11-13,687.13,PayPal
729,334,2025-03-18,38.41,Debit Card
730,722,2026-03-10,340.6,Credit Card
731,111,2025-06-13,227.4,PayPal
732,225,2025-05-18,627.4,Debit Card
733,578,2025-09-28,772.9,Debit Card
734,643,2026-02-14,722.42,Credit Card
735,932,2025-05-24,376.82,PayPal
736,655,2025-06-21,179.35,Bank Transfer
737,297,2025-07-01,583.93,Debit Card
738,241,2025-07-29,601.93,Credit Card
739,258,2025-12-27,566.12,Unknown
740,555,2025-11-23,751.03,Bank Transfer
741,141,2025-06-09,143.2,Bank Transfer
742,774,2025-12-21,518.88,Credit Card
743,730,2025-11-25,781.75,Credit Card
744,684,2025-10-13,248.54,Credit Card
745,764,2025-05-13,394.5,Credit Card
746,964,2026-01-25,310.76,PayPal
747,883,2025-05-14,236.31,Debit Card
748,548,2025-04-18,627.44,Unknown
749,309,2025-04-24,253.57,Bank Transfer
750,203,2025-07-19,243.85,Bank Transfer
751,893,2026-02-26,175.43,Debit Card
752,930,2025-11-15,629.62,Debit Card
753,394,2026-02-05,593.98,PayPal
754,66,2026-02-01,154.93,Bank Transfer
755,497,2025-11-12,371.27,Credit Card
756,417,2025-12-30,561.08,PayPal
757,732,2025-07-02,180.92,PayPal
758,955,2026-01-01,216.29,PayPal
759,395,2025-06-14,775.7,Debit Card
760,995,2025-10-24,536.2,PayPal
761,758,2025-10-20,368.17,PayPal
762,477,2025-10-24,234.82,PayPal
763,141,2025-03-22,411.83,Bank Transfer
764,191,2025-12-08,646.53,Credit Card
765,133,2025-12-18,305.03,PayPal
766,491,2025-10-21,609.24,Bank Transfer
767,737,2025-06-08,120.63,Debit Card
768,909,2025-07-15,435.0,Debit Card
769,156,2025-05-10,510.17,Debit Card
770,608,2025-09-30,505.62,Credit Card
771,283,2025-09-04,639.28,Bank Transfer
772,330,2025-06-14,49.42,Bank Transfer
773,157,2026-02-16,595.97,Credit Card
774,266,2025-11-17,129.59,Credit Card
775,407,2025-03-29,776.98,Credit Card
776,789,2025-12-10,654.44,Credit Card
777,677,2025-03-28,590.88,Credit Card
778,347,2025-12-06,604.36,Bank Transfer
779,461,2025-08-21,572.62,Credit Card
780,776,2025-12-17,377.96,Credit Card
781,599,2025-12-31,35.81,Debit Card
782,700,2025-04-11,545.27,PayPal
783,678,2025-08-26,83.27,Bank Transfer
784,115,2026-02-08,538.4,Debit Card
785,325,2026-01-11,317.51,Bank Transfer
786,765,2025-09-12,312.63,Unknown
787,54,2025-11-17,89.14,Debit Card
788,85,2025-09-27,160.31,Debit Card
789,1,2025-10-03,775.16,Bank Transfer
790,647,2025-05-12,162.5,PayPal
791,176,2025-12-08,590.59,Debit Card
792,861,2025-10-01,349.11,PayPal
793,536,2025-11-04,732.31,Debit Card
794,771,2025-08-18,725.66,Bank Transfer
795,315,2026-03-06,337.44,Bank Transfer
796,582,2026-01-10,126.62,PayPal
797,565,2025-12-14,33.15,PayPal
798,157,2025-05-06,96.82,Debit Card
799,260,2025-04-02,656.24,PayPal
800,485,2025-06-09,150.11,Bank Transfer
801,303,2026-02-26,376.76,Debit Card
802,804,2025-12-25,247.52,PayPal
803,210,2025-12-05,73.95,Credit Card
804,149,2025-07-20,237.78,Unknown
805,795,2025-11-25,525.12,PayPal
806,756,2025-11-14,525.29,Debit Card
807,577,2025-11-11,301.61,Credit Card
808,930,2025-10-02,376.26,Unknown
809,583,2025-09-10,398.6,PayPal
810,413,2025-08-15,747.5,PayPal
811,428,2025-06-06,793.51,Debit Card
812,353,2025-06-28,177.34,PayPal
813,737,2025-04-28,89.36,PayPal
814,539,2025-12-17,98.3,Credit Card
815,563,2025-08-10,57.16,PayPal
816,205,2025-10-03,268.23,Credit Card
817,844,2025-05-11,780.69,Credit Card
818,428,2026-02-01,675.95,Bank Transfer
819,318,2025-06-14,22.31,Credit Card
820,26,2025-04-20,73.18,Bank Transfer
821,752,2025-12-04,695.81,Credit Card
822,433,2026-03-12,325.04,Bank Transfer
823,112,2026-03-05,603.78,Debit Card
824,648,2025-11-13,154.23,Debit Card
825,730,2026-01-27,786.32,Bank Transfer
826,909,2026-03-06,752.31,PayPal
827,903,2025-11-15,283.37,Credit Card
828,175,2025-10-12,774.08,Debit Card
829,428,2026-01-13,562.21,Debit Card
830,927,2025-12-22,562.56,Credit Card
831,785,2026-03-09,16.42,Debit Card
832,814,2025-12-13,165.52,Bank Transfer
833,533,2025-11-14,665.21,Credit Card
834,356,2025-03-13,371.97,PayPal
835,1,2025-08-18,314.53,Debit Card
836,487,2025-07-01,174.73,Debit Card
837,1,2025-09-10,469.5,Bank Transfer
838,820,2025-12-09,434.75,Debit Card
839,160,2025-03-29,24.88,Bank Transfer
840,282,2025-10-26,672.31,PayPal
841,212,2025-07-25,20.27,Bank Transfer
842,540,2025-04-21,500.19,Bank Transfer
843,957,2025-07-03,206.01,PayPal
844,254,2026-03-08,161.52,Credit Card
845,818,2025-09-27,363.35,Bank Transfer
846,558,2026-02-23,308.42,Credit Card
847,194,2025-06-22,474.12,Debit Card
848,300,2025-05-12,317.67,PayPal
849,275,2025-08-28,74.15,PayPal
850,66,2025-11-13,689.83,PayPal
851,300,2025-12-12,609.86,PayPal
852,195,2025-04-03,62.78,Bank Transfer
853,340,2026-03-12,561.33,Debit Card
854,963,2025-09-09,333.68,Credit Card
855,107,2025-05-25,67.8,Debit Card
856,754,2025-10-27,395.0,Debit Card
857,362,2025-10-31,117.15,Credit Card
858,41,2026-01-23,742.61,Credit Card
859,805,2025-05-29,104.87,Debit Card
860,863,2025-06-23,49.65,PayPal
861,876,2025-09-27,255.96,Debit Card
862,240,2025-07-03,207.69,Bank Transfer
863,872,2025-04-10,235.16,Bank Transfer
864,646,2025-08-19,111.1,Bank Transfer
865,877,2026-01-09,328.56,Bank Transfer
866,542,2026-01-12,330.23,PayPal
867,550,2026-03-06,329.94,Bank Transfer
868,429,2025-06-01,654.95,Debit Card
869,154,2026-02-26,518.15,Credit Card
870,888,2025-05-26,293.03,Debit Card
871,67,2025-05-21,539.07,Credit Card
872,949,2025-05-29,274.43,Bank Transfer
873,244,2026-03-09,482.16,Bank Transfer
874,731,2025-05-25,690.17,Debit Card
875,132,2026-03-10,705.15,Debit Card
876,434,2025-05-26,707.82,Bank Transfer
877,561,2025-10-14,172.57,PayPal
878,950,2025-04-03,302.11,Bank Transfer
879,628,2025-06-12,614.36,Debit Card
880,932,2025-11-16,343.14,PayPal
881,380,2025-05-25,65.17,PayPal
882,238,2026-01-21,514.14,Debit Card
883,664,2025-09-24,613.88,Credit Card
884,921,2025-06-05,138.7,Debit Card
885,111,2026-01-29,190.12,PayPal
886,452,2026-01-04,539.84,Credit Card
887,582,2025-07-12,236.8,Bank Transfer
888,900,2025-10-18,179.81,Credit Card
889,126,2025-08-08,606.68,PayPal
890,358,2025-06-21,515.03,Bank Transfer
891,61,2025-05-29,308.59,Bank Transfer
892,877,2025-12-18,465.84,Debit Card
893,843,2025-11-01,452.57,Credit Card
894,996,2025-08-23,393.78,Debit Card
895,789,2025-06-28,21.16,PayPal
896,468,2025-09-03,183.59,PayPal
897,69,2025-07-02,36.67,Debit Card
898,764,2026-03-07,784.22,PayPal
899,26,2026-01-04,215.52,Credit Card
900,945,2025-12-22,318.64,Debit Card
901,537,2025-06-09,597.54,Credit Card
902,796,2025-12-01,716.38,Bank Transfer
903,265,2025-09-22,507.3,Debit Card
904,891,2026-01-24,81.46,Debit Card
905,171,2026-02-23,561.76,Credit Card
906,238,2025-04-07,694.6,Debit Card
907,588,2026-02-22,55.65,Debit Card
908,505,2026-02-17,357.1,PayPal
909,307,2025-09-03,536.16,Bank Transfer
910,475,2025-11-23,159.32,Debit Card
911,272,2026-03-06,767.21,PayPal
912,688,2025-10-21,358.69,PayPal
913,235,2025-10-02,738.54,Bank Transfer
914,573,2025-11-26,231.17,Debit Card
915,422,2025-05-05,676.38,Debit Card
916,456,2025-10-22,366.71,Bank Transfer
917,46,2026-01-15,154.4,PayPal
918,877,2025-11-22,296.96,Unknown
919,214,2025-05-27,460.69,Debit Card
920,667,2025-06-17,33.13,Credit Card
921,459,2025-12-03,695.93,Credit Card
922,287,2025-11-25,364.39,Debit Card
923,922,2026-01-12,774.64,PayPal
924,326,2025-03-22,711.03,PayPal
925,148,2025-03-15,732.77,PayPal
926,567,2025-06-03,533.75,PayPal
927,507,2025-11-01,345.67,PayPal
928,56,2025-10-16,760.19,Credit Card
929,340,2025-09-02,441.1,Bank Transfer
930,172,2026-03-02,321.62,Debit Card
931,462,2026-03-07,439.24,PayPal
932,640,2025-11-15,362.33,PayPal
933,135,2025-07-05,248.95,Credit Card
934,329,2025-09-11,139.32,Credit Card
935,711,2025-04-30,740.58,PayPal
936,25,2025-11-22,560.89,PayPal
937,835,2025-06-16,140.0,PayPal
938,947,2025-08-09,240.47,Credit Card
939,119,2025-07-07,736.74,Credit Card
940,199,2025-09-16,382.36,Debit Card
941,50,2026-01-12,710.34,PayPal
942,171,2026-01-10,307.64,Credit Card
943,923,2025-11-27,797.52,Debit Card
944,956,2025-05-09,32.2,Credit Card
945,114,2026-02-17,797.33,Debit Card
946,223,2025-09-19,494.05,Debit Card
947,899,2025-04-17,82.93,Credit Card
948,184,2025-12-24,319.86,Debit Card
949,835,2025-03-21,265.93,Debit Card
950,668,2025-07-30,246.32,Bank Transfer
951,342,2025-07-06,497.04,Debit Card
952,14,2025-09-08,170.21,Credit Card
953,938,2025-10-24,228.99,Debit Card
954,717,2026-02-26,740.87,PayPal
955,218,2025-07-06,89.12,Credit Card
956,783,2026-01-12,379.27,Debit Card
957,739,2025-10-10,246.21,PayPal
958,461,2025-03-26,543.87,Credit Card
959,726,2025-05-27,346.93,Bank Transfer
960,633,2025-03-17,647.59,Credit Card
961,639,2025-05-06,392.4,Bank Transfer
962,359,2026-02-22,722.97,Bank Transfer
963,421,2026-01-18,600.93,PayPal
964,855,2026-02-09,63.84,Bank Transfer
965,544,2025-04-28,483.28,Debit Card
966,285,2026-01-18,146.84,Debit Card
967,935,2026-03-12,172.68,Unknown
968,279,2025-06-16,260.8,Debit Card
969,643,2025-10-28,782.13,Bank Transfer
970,945,2025-10-26,652.04,Credit Card
971,888,2026-03-04,48.4,Bank Transfer
972,286,2025-11-24,699.67,Bank Transfer
973,192,2025-10-05,441.91,Debit Card
974,828,2025-07-02,365.68,Debit Card
975,184,2025-05-03,438.76,Credit Card
976,471,2025-07-15,201.09,PayPal
977,39,2025-08-20,80.25,Credit Card
978,627,2025-11-17,54.24,Credit Card
979,332,2025-08-05,505.88,Bank Transfer
980,910,2025-06-10,212.21,Debit Card
981,684,2025-08-26,676.73,Bank Transfer
982,786,2026-02-24,306.12,PayPal
983,22,2025-11-24,794.22,PayPal
984,858,2025-05-09,282.6,Debit Card
985,469,2025-04-20,687.37,Debit Card
986,651,2025-04-19,320.1,Debit Card
987,623,2025-03-29,739.4,PayPal
988,104,2025-08-14,110.94,PayPal
989,615,2025-09-24,125.01,Credit Card
990,98,2026-03-01,423.59,Credit Card
991,923,2025-06-06,240.65,PayPal
992,596,2025-08-30,649.61,Bank Transfer
993,457,2025-09-12,797.32,Bank Transfer
994,386,2025-11-09,239.66,Unknown
995,648,2025-11-02,703.6,Bank Transfer
996,385,2026-01-04,431.62,Debit Card
997,726,2025-06-13,142.83,Debit Card
998,151,2026-01-09,740.45,Bank Transfer
999,667,2026-01-25,198.3,Credit Card
1000,706,2025-09-25,757.1,Bank Transfer
1001,66,2025-06-18,81.5,Bank Transfer
1002,497,2025-08-06,560.87,PayPal
1003,132,2025-04-07,333.67,Credit Card
1004,404,2025-11-16,316.16,Credit Card
1005,713,2025-12-26,164.3,PayPal
1006,387,2025-12-13,239.52,Debit Card
1007,271,2026-02-02,590.16,Credit Card
1008,528,2025-06-11,368.17,Credit Card
1009,936,2026-01-31,217.63,Debit Card
1010,443,2025-12-05,397.52,Bank Transfer
1011,728,2026-03-04,496.37,Credit Card
1012,404,2026-01-29,432.66,Credit Card
1013,259,2025-10-26,236.6,Bank Transfer
1014,379,2026-03-13,235.02,Bank Transfer
1015,617,2025-09-24,272.31,PayPal
1016,627,2026-02-24,118.9,Debit Card
1017,950,2025-04-03,249.15,Bank Transfer
1018,173,2026-02-10,629.28,Bank Transfer
1019,635,2025-12-21,521.49,PayPal
1020,183,2025-04-04,337.58,Bank Transfer
1021,952,2025-05-19,748.57,PayPal
1022,251,2025-05-27,582.28,Bank Transfer
1023,514,2026-01-01,219.33,Bank Transfer
1024,345,2025-04-02,169.14,PayPal
1025,183,2025-12-22,741.46,PayPal
1026,386,2025-12-19,546.63,Debit Card
1027,295,2025-12-24,171.99,Debit Card
1028,753,2026-02-21,230.57,PayPal
1029,589,2025-10-17,545.77,PayPal
1030,90,2025-08-19,602.67,Credit Card
1031,505,2025-06-25,647.87,Debit Card
1032,746,2025-03-27,691.9,Debit Card
1033,990,2025-08-06,289.28,Credit Card
1034,879,2025-12-25,512.37,PayPal
1035,637,2025-05-13,69.69,Debit Card
1036,182,2026-02-27,455.19,Bank Transfer
1037,450,2025-08-20,280.84,Bank Transfer
1038,818,2025-08-14,623.51,PayPal
1039,497,2026-01-06,559.97,Bank Transfer
1040,52,2025-05-09,346.75,Credit Card
1041,757,2025-12-05,561.08,Credit Card
1042,654,2025-10-17,384.78,PayPal
1043,655,2025-11-13,391.78,PayPal
1044,478,2025-05-15,336.0,Credit Card
1045,377,2025-08-15,594.07,Bank Transfer
1046,327,2026-01-04,544.9,Unknown
1047,876,2025-05-27,763.88,Credit Card
1048,518,2025-05-14,108.99,Credit Card
1049,249,2026-02-26,490.15,Bank Transfer
1050,734,2026-02-17,590.11,Bank Transfer
1051,499,2025-09-21,457.96,PayPal
1052,461,2025-07-17,166.36,PayPal
1053,950,2025-10-08,115.87,PayPal
1054,638,2025-05-07,61.47,PayPal
1055,973,2026-02-19,798.46,Bank Transfer
1056,508,2025-07-11,530.78,Bank Transfer
1057,641,2025-08-05,794.61,Bank Transfer
1058,640,2026-02-21,173.8,PayPal
1059,21,2025-09-03,710.97,Unknown
1060,853,2025-10-20,275.22,PayPal
1061,222,2025-03-29,380.87,Bank Transfer
1062,280,2026-02-05,735.26,Bank Transfer
1063,746,2025-09-04,337.3,Bank Transfer
1064,709,2026-01-15,179.77,Debit Card
1065,504,2025-11-04,612.81,Bank Transfer
1066,729,2025-11-11,708.83,PayPal
1067,394,2025-11-10,28.75,Bank Transfer
1068,464,2025-11-26,205.73,Debit Card
1069,785,2026-02-06,222.58,PayPal
1070,867,2025-11-04,268.5,Bank Transfer
1071,945,2025-12-03,44.17,Bank Transfer
1072,500,2025-04-30,562.92,PayPal
1073,686,2025-04-25,292.54,PayPal
1074,73,2025-10-13,583.36,PayPal
1075,643,2025-04-22,715.4,Debit Card
1076,130,2026-02-09,232.6,Bank Transfer
1077,80,2026-03-07,29.41,Credit Card
1078,300,2025-07-28,705.79,Debit Card
1079,247,2025-05-17,18.55,PayPal
1080,699,2025-09-05,176.92,Debit Card
1081,724,2025-09-18,97.8,Bank Transfer
1082,207,2026-01-15,445.13,Bank Transfer
1083,704,2026-01-28,17.92,Credit Card
1084,331,2025-11-20,250.18,Credit Card
1085,679,2026-03-01,548.34,Debit Card
1086,961,2025-06-24,172.1,Bank Transfer
1087,812,2025-11-17,695.78,PayPal
1088,125,2025-09-24,381.66,Bank Transfer
1089,389,2026-02-23,56.31,PayPal
1090,432,2025-05-07,572.28,Credit Card
1091,133,2026-02-01,112.17,Bank Transfer
1092,872,2025-07-20,161.51,PayPal
1093,157,2025-09-15,280.87,PayPal
1094,518,2025-08-20,76.48,Bank Transfer
1095,779,2025-07-02,220.45,Debit Card
1096,243,2026-03-01,680.1,PayPal
1097,395,2026-01-18,566.06,Bank Transfer
1098,862,2025-10-31,427.25,PayPal
1099,454,2026-01-04,233.72,Bank Transfer
1100,342,2025-05-18,794.21,Debit Card
1101,479,2025-09-27,781.81,Credit Card
1102,28,2025-06-02,699.04,PayPal
1103,600,2025-06-14,64.41,Debit Card
1104,561,2025-06-11,726.06,Debit Card
1105,801,2025-11-22,223.26,Credit Card
1106,198,2025-06-23,526.67,Credit Card
1107,509,2026-01-26,454.97,Credit Card
1108,914,2025-08-09,756.6,Debit Card
1109,59,2025-05-04,520.07,Bank Transfer
1110,386,2025-03-19,665.12,Bank Transfer
1111,751,2025-10-20,146.63,Credit Card
1112,481,2025-11-30,793.47,Debit Card
1113,349,2026-02-22,214.09,Debit Card
1114,44,2025-12-30,698.51,Bank Transfer
1115,471,2025-05-19,223.81,Debit Card
1116,175,2026-02-25,562.25,Debit Card
1117,191,2025-07-17,212.38,PayPal
1118,498,2025-07-12,548.46,Bank Transfer
1119,634,2025-09-11,178.08,Debit Card
1120,813,2025-06-26,226.05,PayPal
1121,345,2025-06-23,230.12,Debit Card
1122,199,2025-05-25,130.9,Bank Transfer
1123,908,2025-09-02,706.51,Credit Card
1124,924,2025-06-26,261.87,Debit Card
1125,37,2025-09-19,727.92,Bank Transfer
1126,178,2025-10-05,550.41,Debit Card
1127,221,2025-08-08,351.68,PayPal
1128,89,2025-07-20,24.63,Bank Transfer
1129,551,2025-08-05,422.85,PayPal
1130,815,2026-01-11,658.13,Unknown
1131,391,2025-07-20,198.16,Bank Transfer
1132,706,2025-10-27,269.4,Bank Transfer
1133,121,2025-12-03,527.34,Debit Card
1134,622,2025-09-11,508.32,Bank Transfer
1135,114,2025-10-10,559.92,PayPal
1136,798,2025-06-19,776.42,PayPal
1137,276,2025-03-21,118.52,PayPal
1138,80,2025-09-15,397.01,Bank Transfer
1139,894,2025-12-19,218.81,Credit Card
1140,436,2026-01-01,78.09,Debit Card
1141,596,2025-08-13,317.95,Bank Transfer
1142,441,2025-05-25,713.7,Credit Card
1143,978,2026-03-11,41.3,Credit Card
1144,59,2026-01-24,558.5,Unknown
1145,997,2025-04-17,656.2,PayPal
1146,63,2025-12-16,511.37,Credit Card
1147,588,2025-10-31,631.78,Debit Card
1148,737,2025-08-01,772.74,Debit Card
1149,297,2025-03-20,668.45,Bank Transfer
1150,312,2025-05-19,74.59,Debit Card
1151,915,2025-05-08,660.19,Credit Card
1152,531,2025-10-26,91.59,Credit Card
1153,416,2026-01-09,349.9,Bank Transfer
1154,927,2025-08-26,596.08,Debit Card
1155,476,2026-02-01,32.61,Credit Card
1156,735,2025-05-16,48.94,PayPal
1157,187,2025-03-24,444.62,Credit Card
1158,750,2025-03-13,277.02,Credit Card
1159,713,2025-12-18,576.58,Bank Transfer
1160,714,2025-07-20,62.95,PayPal
1161,864,2026-02-24,403.95,Debit Card
1162,112,2026-02-17,777.71,PayPal
1163,9,2025-03-28,465.31,Bank Transfer
1164,312,2025-11-12,412.37,Bank Transfer
1165,980,2026-02-17,742.23,Unknown
1166,428,2025-05-07,243.25,Bank Transfer
1167,866,2026-01-19,149.93,PayPal
1168,32,2025-03-27,438.59,Bank Transfer
1169,848,2025-09-13,658.68,Debit Card
1170,360,2026-01-09,265.83,Debit Card
1171,330,2025-12-23,700.39,PayPal
1172,694,2025-12-15,565.34,PayPal
1173,790,2026-02-03,513.23,PayPal
1174,611,2026-01-18,626.2,PayPal
1175,696,2025-03-26,732.11,PayPal
1176,704,2025-11-23,20.09,Debit Card
1177,947,2025-10-24,515.86,Bank Transfer
1178,619,2025-05-12,410.42,Debit Card
1179,437,2025-03-31,651.36,Debit Card
1180,264,2025-07-23,204.56,Bank Transfer
1181,530,2025-08-02,274.86,Debit Card
1182,399,2025-03-27,719.2,PayPal
1183,953,2025-10-01,542.73,Credit Card
1184,677,2025-09-27,493.0,Credit Card
1185,928,2025-11-08,275.92,PayPal
1186,670,2026-03-01,598.01,Bank Transfer
1187,191,2026-01-29,677.13,PayPal
1188,966,2025-06-21,254.33,Debit Card
1189,725,2025-06-05,99.07,Bank Transfer
1190,718,2026-01-05,746.85,Debit Card
1191,364,2025-10-21,661.5,Bank Transfer
1192,596,2025-12-16,502.46,Credit Card
1193,415,2025-06-30,661.57,Bank Transfer
1194,75,2025-04-03,761.95,Debit Card
1195,735,2025-12-04,738.65,Credit Card
1196,950,2025-06-06,786.37,PayPal
1197,393,2026-02-19,181.58,PayPal
1198,574,2025-06-02,56.69,Debit Card
1199,433,2025-04-23,359.37,PayPal
1200,299,2025-12-25,557.57,Credit Card
1201,328,2026-01-18,345.77,Debit Card
1202,494,2026-02-15,410.52,Unknown
1203,857,2025-03-29,449.31,Credit Card
1204,51,2025-05-08,508.15,Credit Card
1205,298,2025-12-15,82.55,PayPal
1206,167,2025-11-22,678.22,Debit Card
1207,709,2026-01-21,54.32,Credit Card
1208,717,2025-11-19,132.47,Credit Card
1209,443,2025-09-13,336.12,PayPal
1210,410,2025-12-14,449.06,PayPal
1211,493,2025-11-12,358.73,PayPal
1212,826,2026-01-02,658.14,PayPal
1213,704,2025-11-17,328.18,Credit Card
1214,830,2025-04-21,414.81,Unknown
1215,747,2026-02-23,595.13,Credit Card
1216,864,2025-05-19,522.96,Debit Card
1217,590,2025-05-30,408.66,Credit Card
1218,152,2025-04-25,352.02,PayPal
1219,639,2025-06-11,788.87,Bank Transfer
1220,99,2025-10-08,71.36,Bank Transfer
1221,697,2025-11-30,119.69,Bank Transfer
1222,324,2025-07-10,132.68,PayPal
1223,423,2026-02-18,465.12,Credit Card
1224,954,2025-06-02,654.42,Credit Card
1225,713,2025-09-09,656.26,Debit Card
1226,661,2025-10-05,116.63,PayPal
1227,311,2025-07-07,690.18,Credit Card
1228,593,2025-11-12,375.66,Debit Card
1229,711,2025-08-15,489.89,Bank Transfer
1230,698,2026-02-19,51.07,Credit Card
1231,462,2025-06-24,271.51,Credit Card
1232,432,2025-12-19,788.98,PayPal
1233,293,2025-04-18,757.56,Bank Transfer
1234,206,2025-07-31,364.97,Credit Card
1235,289,2025-03-13,182.84,PayPal
1236,196,2026-02-12,705.93,Credit Card
1237,752,2026-01-27,554.09,PayPal
1238,474,2025-07-20,340.47,PayPal
1239,693,2026-01-05,654.89,PayPal
1240,250,2025-04-16,608.85,Debit Card
1241,456,2026-01-06,551.98,PayPal
1242,508,2025-06-27,444.39,Bank Transfer
1243,504,2025-07-25,287.58,Bank Transfer
1244,206,2025-08-04,532.15,Credit Card
1245,770,2025-08-23,539.06,PayPal
1246,755,2025-06-01,120.19,Debit Card
1247,178,2025-11-13,565.15,Bank Transfer
1248,10,2025-03-30,237.26,Debit Card
1249,914,2025-05-16,332.23,PayPal
1250,687,2025-12-19,165.36,Bank Transfer
1251,412,2025-09-20,208.79,Debit Card
1252,56,2025-08-14,199.26,Credit Card
1253,711,2025-12-05,318.91,Debit Card
1254,929,2025-04-20,21.71,PayPal
1255,474,2025-09-19,645.47,Credit Card
1256,71,2026-02-16,731.33,Debit Card
1257,770,2025-05-17,458.02,Debit Card
1258,80,2026-01-19,161.92,PayPal
1259,306,2025-10-29,644.64,Credit Card
1260,17,2025-06-16,273.26,Credit Card
1261,741,2025-07-03,350.59,PayPal
1262,552,2026-01-21,473.08,Unknown
1263,97,2025-11-16,276.54,Bank Transfer
1264,804,2025-04-05,225.94,PayPal
1265,234,2025-07-06,358.21,Debit Card
1266,210,2025-05-11,162.48,PayPal
1267,90,2025-11-03,608.65,Credit Card
1268,354,2026-02-14,533.39,Credit Card
1269,863,2025-03-20,594.83,PayPal
1270,173,2025-07-31,308.01,Debit Card
1271,433,2025-12-31,615.16,PayPal
1272,27,2025-07-05,726.37,Credit Card
1273,899,2025-04-09,526.41,Credit Card
1274,621,2025-08-20,372.1,PayPal
1275,250,2025-07-17,194.54,Debit Card
1276,139,2026-03-05,78.96,Debit Card
1277,178,2025-11-02,291.28,Bank Transfer
1278,750,2025-05-15,699.68,Bank Transfer
1279,747,2025-12-21,610.17,Bank Transfer
1280,295,2025-09-01,765.72,PayPal
1281,535,2025-08-19,562.2,Credit Card
1282,636,2025-05-29,346.86,Credit Card
1283,273,2025-11-08,582.16,Bank Transfer
1284,67,2025-10-03,750.9,PayPal
1285,356,2025-06-20,484.71,PayPal
1286,849,2025-11-06,608.4,PayPal
1287,612,2025-05-21,717.25,Credit Card
1288,502,2025-12-14,404.26,PayPal
1289,599,2025-12-22,558.37,Debit Card
1290,707,2025-03-13,549.6,Bank Transfer
1291,41,2025-06-18,406.31,Bank Transfer
1292,774,2026-01-02,440.31,Bank Transfer
1293,30,2025-07-24,778.69,Credit Card
1294,33,2025-08-10,373.24,PayPal
1295,915,2025-10-13,605.48,PayPal
1296,485,2025-05-02,237.11,Unknown
1297,832,2025-07-12,747.52,PayPal
1298,148,2026-03-04,69.6,PayPal
1299,17,2025-09-27,461.98,Debit Card
1300,816,2025-04-02,296.15,Credit Card
1301,439,2025-04-02,462.69,Credit Card
1302,10,2025-12-04,756.14,PayPal
1303,925,2025-09-10,491.91,Debit Card
